112, 88.0, 7.0, 81.0, 73.0
113, 14.0, 6.0, 55.0, 65.0
114, -190.0, -5.0, 43.0, 69.0
115, 36.0, 2.0, 58.0, 72.0
116, 44.0, -11.0, 78.0, 60.0
117, -15.0, -11.0, 56.0, 73.0
118, 80.0, -9.0, 74.0, 78.0
119, -50.0, 21.0, 87.0, 91.0
120, 149.0, 10.0, 81.0, 56.0
121, -4.0, 11.0, 62.0, 76.0
122, -102.0, -2.0, 45.0, 49.0
123, -19.0, -13.0, 66.0, 99.0
124, 140.0, -1.0, 72.0, 70.0
125, -6.0, 16.0, 63.0, 73.0
126, 2.0, -14.0, 66.0, 75.0
127, -101.0, 4.0, 64.0, 71.0
128, -67.0, -1.0, 79.0, 70.0
129, -143.0, 6.0, 64.0, 86.0
130, 113.0, 4.0, 73.0, 66.0
131, -53.0, -7.0, 67.0, 56.0
132, 96.0, -7.0, 79.0, 89.0
133, -231.0, -10.0, 70.0, 80.0
134, 251.0, 10.0, 60.0, 53.0
135, -49.0, 0.0, 62.0, 69.0
136, 151.0, 12.0, 61.0, 74.0
137, -243.0, 6.0, 79.0, 50.0
138, 40.0, 4.0, 48.0, 59.0
139, -1.0, -16.0, 56.0, 75.0
140, 105.0, -6.0, 37.0, 86.0
141, 10.0, 12.0, 60.0, 77.0
142, -257.0, 11.0, 64.0, 55.0
143, -137.0, 2.0, 59.0, 56.0
144, -165.0, 15.0, 69.0, 83.0
145, -321.0, 0.0, 55.0, 79.0
146, -107.0, 1.0, 65.0, 90.0
147, -182.0, 0.0, 68.0, 89.0
148, -142.0, -16.0, 43.0, 69.0
149, -61.0, 6.0, 61.0, 84.0
150, -71.0, 7.0, 62.0, 74.0
151, 70.0, 11.0, 64.0, 66.0
152, 1.0, 24.0, 66.0, 78.0
153, -55.0, 16.0, 47.0, 66.0
154, -48.0, 5.0, 61.0, 65.0
155, 51.0, -6.0, 58.0, 73.0
156, -181.0, -6.0, 66.0, 68.0
157, -35.0, 26.0, 84.0, 70.0
158, 224.0, 8.0, 63.0, 76.0
159, -68.0, -7.0, 73.0, 75.0
160, -149.0, 28.0, 51.0, 53.0
161, 0.0, 21.0, 71.0, 94.0
162, 51.0, 6.0, 72.0, 87.0
163, -77.0, -10.0, 41.0, 62.0
164, 185.0, 10.0, 71.0, 74.0
165, 52.0, 0.0, 62.0, 89.0
166, -56.0, 8.0, 45.0, 79.0
167, -116.0, 7.0, 76.0, 86.0
168, 9.0, 1.0, 66.0, 62.0
169, -237.0, 22.0, 76.0, 58.0
170, -132.0, 16.0, 92.0, 56.0
171, 46.0, -8.0, 71.0, 66.0
172, -40.0, -20.0, 75.0, 52.0
173, -155.0, 0.0, 47.0, 68.0
174, -30.0, 7.0, 56.0, 91.0
175, 158.0, 8.0, 60.0, 54.0
176, -209.0, 5.0, 73.0, 51.0
177, 179.0, 0.0, 59.0, 57.0
178, -184.0, 13.0, 65.0, 83.0
179, 104.0, 15.0, 56.0, 54.0
180, -26.0, 0.0, 47.0, 63.0
181, -167.0, 13.0, 88.0, 58.0
182, -16.0, 10.0, 67.0, 65.0
183, -125.0, 7.0, 62.0, 60.0
184, -86.0, 4.0, 66.0, 75.0
185, -6.0, -9.0, 71.0, 60.0
186, 156.0, -2.0, 68.0, 64.0
187, 66.0, 5.0, 64.0, 70.0
188, -139.0, 2.0, 81.0, 63.0
189, -80.0, 6.0, 64.0, 63.0
190, 11.0, 16.0, 70.0, 74.0
191, 39.0, 30.0, 55.0, 75.0
192, -90.0, -8.0, 70.0, 55.0
193, 112.0, -27.0, 73.0, 71.0
194, -163.0, 5.0, 89.0, 43.0
195, 73.0, 13.0, 64.0, 60.0
196, 18.0, -15.0, 72.0, 64.0
197, 42.0, 6.0, 68.0, 70.0
198, -213.0, -6.0, 85.0, 94.0
199, -73.0, 21.0, 62.0, 63.0
200, -147.0, -6.0, 60.0, 82.0
201, 15.0, 19.0, 58.0, 47.0
202, 102.0, 33.0, 73.0, 68.0
203, -147.0, -4.0, 54.0, 75.0
204, 36.0, 9.0, 48.0, 60.0
205, -104.0, 0.0, 68.0, 59.0
206, 13.0, 7.0, 54.0, 67.0
207, 126.0, -24.0, 74.0, 71.0
208, -41.0, 12.0, 64.0, 68.0
209, 41.0, -1.0, 69.0, 70.0
210, -16.0, 16.0, 66.0, 67.0
211, 55.0, 1.0, 54.0, 49.0
212, 27.0, -1.0, 63.0, 59.0
213, 12.0, 16.0, 64.0, 63.0
214, 270.0, -7.0, 63.0, 69.0
215, 65.0, 18.0, 70.0, 76.0
216, 211.0, 14.0, 74.0, 82.0
217, 157.0, -11.0, 72.0, 53.0
218, -138.0, 33.0, 70.0, 67.0
219, 22.0, 4.0, 72.0, 90.0
220, -2.0, -13.0, 67.0, 68.0
221, 39.0, 0.0, 66.0, 70.0
222, -56.0, 14.0, 57.0, 81.0
223, -14.0, 8.0, 51.0, 71.0
224, -36.0, 0.0, 46.0, 67.0
225, 209.0, 3.0, 86.0, 70.0
226, 93.0, -33.0, 75.0, 68.0
227, 159.0, 6.0, 80.0, 61.0
228, 28.0, -3.0, 68.0, 84.0
229, -70.0, 3.0, 72.0, 61.0
230, 16.0, -10.0, 83.0, 63.0
231, -102.0, 10.0, 62.0, 82.0
232, 8.0, 17.0, 77.0, 83.0
233, 144.0, 6.0, 58.0, 81.0
234, -101.0, -1.0, 78.0, 61.0
235, 19.0, -9.0, 72.0, 71.0
236, 74.0, -4.0, 69.0, 52.0
237, 69.0, 15.0, 70.0, 83.0
238, 36.0, 11.0, 34.0, 68.0
239, 146.0, -10.0, 83.0, 69.0
240, 3.0, 2.0, 73.0, 77.0
241, 180.0, 0.0, 80.0, 87.0
242, 111.0, 17.0, 66.0, 73.0
243, -82.0, 12.0, 71.0, 70.0
244, 103.0, 23.0, 73.0, 67.0
245, 28.0, 4.0, 53.0, 69.0
246, -23.0, 14.0, 80.0, 61.0
247, -54.0, 7.0, 53.0, 85.0
248, -105.0, 2.0, 63.0, 81.0
249, 68.0, 21.0, 60.0, 67.0
250, -213.0, -13.0, 69.0, 72.0
251, -202.0, -6.0, 81.0, 64.0
252, -111.0, 6.0, 50.0, 69.0
253, -3.0, -8.0, 70.0, 72.0
254, -41.0, 10.0, 61.0, 62.0
255, 60.0, 11.0, 56.0, 55.0
0, 89.0, 10.0, 81.0, 58.0
1, -190.0, -15.0, 66.0, 61.0
2, -13.0, 1.0, 68.0, 72.0
3, 32.0, 14.0, 76.0, 75.0
4, 56.0, 8.0, 78.0, 75.0
5, 146.0, -19.0, 69.0, 68.0
6, -14.0, 5.0, 90.0, 77.0
7, 47.0, 13.0, 100.0, 77.0
8, 126.0, 12.0, 72.0, 62.0
9, 25.0, 4.0, 62.0, 60.0
10, -104.0, -4.0, 90.0, 64.0
11, 16.0, -9.0, 71.0, 73.0
12, 21.0, -5.0, 67.0, 74.0
13, 22.0, 24.0, 59.0, 92.0
14, -77.0, 15.0, 47.0, 85.0
15, 22.0, 13.0, 59.0, 84.0
16, -50.0, 2.0, 62.0, 73.0
17, -57.0, -4.0, 75.0, 69.0
18, 0.0, -13.0, 51.0, 69.0
19, 24.0, 10.0, 54.0, 66.0
20, 87.0, 4.0, 71.0, 59.0
21, 25.0, 14.0, 73.0, 79.0
22, 100.0, 7.0, 87.0, 74.0
23, -50.0, -3.0, 83.0, 94.0
24, 159.0, -10.0, 47.0, 56.0
25, -90.0, 13.0, 54.0, 66.0
26, 236.0, -5.0, 65.0, 87.0
27, 87.0, 23.0, 63.0, 59.0
28, -31.0, 14.0, 71.0, 88.0
29, 1.0, 24.0, 68.0, 67.0
30, -47.0, 0.0, 71.0, 72.0
31, 53.0, 7.0, 69.0, 66.0
32, -81.0, 11.0, 76.0, 58.0
33, -35.0, 13.0, 64.0, 87.0
34, 130.0, 7.0, 67.0, 64.0
35, 0.0, 6.0, 73.0, 76.0
36, -215.0, -1.0, 78.0, 76.0
37, 78.0, 3.0, 63.0, 53.0
38, 79.0, 11.0, 54.0, 70.0
39, 82.0, 8.0, 58.0, 69.0
40, -117.0, -6.0, 54.0, 70.0
41, -79.0, -23.0, 86.0, 75.0
42, -150.0, -13.0, 73.0, 55.0
43, 17.0, -11.0, 63.0, 76.0
44, 160.0, -5.0, 73.0, 71.0
45, -48.0, 1.0, 67.0, 75.0
46, 1.0, -17.0, 56.0, 72.0
47, 85.0, -4.0, 75.0, 67.0
48, 140.0, -6.0, 63.0, 71.0
49, -186.0, 22.0, 59.0, 65.0
50, 72.0, 6.0, 54.0, 72.0
51, -93.0, 13.0, 49.0, 88.0
52, -76.0, -4.0, 54.0, 65.0
53, -54.0, -8.0, 76.0, 66.0
54, -90.0, 8.0, 69.0, 79.0
55, 31.0, 21.0, 79.0, 60.0
56, -188.0, 19.0, 79.0, 67.0
57, 13.0, 9.0, 54.0, 65.0
58, -73.0, 4.0, 84.0, 76.0
59, -43.0, 19.0, 71.0, 73.0
60, 46.0, -2.0, 48.0, 76.0
61, -144.0, 0.0, 65.0, 70.0
62, -21.0, -10.0, 66.0, 56.0
63, 140.0, 31.0, 61.0, 74.0
64, 125.0, 4.0, 68.0, 64.0
65, 164.0, 8.0, 58.0, 64.0
66, 44.0, -12.0, 58.0, 46.0
67, 99.0, 0.0, 80.0, 82.0
68, 204.0, -11.0, 70.0, 82.0
69, -93.0, 18.0, 65.0, 69.0
70, 129.0, 4.0, 80.0, 75.0
71, -91.0, 27.0, 73.0, 57.0
72, 64.0, 12.0, 64.0, 67.0
73, 17.0, 20.0, 70.0, 82.0
74, 165.0, 3.0, 69.0, 68.0
75, -105.0, -6.0, 72.0, 69.0
76, -51.0, 7.0, 77.0, 74.0
77, -159.0, 12.0, 78.0, 71.0
78, 51.0, 9.0, 62.0, 73.0
79, 203.0, -2.0, 63.0, 79.0
80, 11.0, 17.0, 49.0, 67.0
81, -111.0, 0.0, 85.0, 67.0
82, -75.0, 12.0, 66.0, 67.0
83, 47.0, 0.0, 68.0, 65.0
84, -98.0, 14.0, 81.0, 59.0
85, 145.0, 31.0, 68.0, 76.0
86, 28.0, 0.0, 74.0, 73.0
87, 76.0, 8.0, 68.0, 54.0
88, 132.0, 17.0, 61.0, 77.0
89, -30.0, 17.0, 67.0, 81.0
90, -232.0, 1.0, 50.0, 72.0
91, 14.0, 32.0, 66.0, 68.0
92, -26.0, 5.0, 53.0, 46.0
93, -182.0, -8.0, 57.0, 73.0
94, -70.0, -5.0, 64.0, 67.0
95, 75.0, 4.0, 88.0, 64.0
96, 134.0, 2.0, 70.0, 56.0
97, -33.0, 22.0, 73.0, 72.0
98, -186.0, -10.0, 62.0, 53.0
99, -6.0, 14.0, 63.0, 78.0
100, 290.0, -3.0, 47.0, 71.0
101, -187.0, 12.0, 92.0, 74.0
102, 51.0, -15.0, 73.0, 74.0
103, 59.0, -13.0, 84.0, 69.0
104, 48.0, 9.0, 65.0, 50.0
105, -233.0, -3.0, 61.0, 54.0
106, 62.0, -3.0, 59.0, 60.0
107, 5.0, -6.0, 62.0, 71.0
108, 24.0, -4.0, 67.0, 86.0
109, 19.0, -2.0, 76.0, 68.0
110, -95.0, 1.0, 72.0, 91.0
111, 56.0, -2.0, 43.0, 73.0
112, 49.0, 1.0, 58.0, 50.0
113, 61.0, 13.0, 64.0, 53.0
114, 100.0, -25.0, 59.0, 61.0
115, -170.0, 17.0, 64.0, 70.0
116, 114.0, 13.0, 71.0, 79.0
117, -80.0, 9.0, 74.0, 74.0
118, -153.0, 0.0, 58.0, 70.0
119, 104.0, -9.0, 77.0, 73.0
120, -102.0, -1.0, 60.0, 60.0
121, -184.0, -3.0, 62.0, 102.0
122, 73.0, -1.0, 68.0, 68.0
123, 99.0, 18.0, 51.0, 79.0
124, 132.0, 5.0, 61.0, 79.0
125, 177.0, 6.0, 59.0, 80.0
126, 71.0, 19.0, 80.0, 91.0
127, 67.0, 0.0, 73.0, 87.0
128, 49.0, 28.0, 80.0, 82.0
129, 12.0, 15.0, 59.0, 91.0
130, -94.0, 9.0, 72.0, 48.0
131, 15.0, 4.0, 71.0, 73.0
132, -141.0, -3.0, 67.0, 90.0
133, 80.0, 2.0, 77.0, 78.0
134, -1.0, -6.0, 74.0, 76.0
135, -90.0, -1.0, 45.0, 73.0
136, -226.0, 17.0, 62.0, 70.0
137, -196.0, 6.0, 56.0, 68.0
138, -50.0, 35.0, 75.0, 87.0
139, 149.0, 2.0, 72.0, 71.0
140, -14.0, 8.0, 89.0, 84.0
141, -179.0, 7.0, 87.0, 78.0
142, -98.0, 0.0, 35.0, 95.0
143, -89.0, -12.0, 51.0, 81.0
144, -138.0, -13.0, 56.0, 61.0
145, -182.0, -14.0, 60.0, 47.0
146, -14.0, 12.0, 56.0, 58.0
147, -141.0, -12.0, 72.0, 91.0
148, 16.0, 21.0, 80.0, 74.0
149, 83.0, 4.0, 51.0, 72.0
150, 14.0, -11.0, 54.0, 75.0
151, 95.0, 6.0, 54.0, 64.0
152, -66.0, 0.0, 77.0, 90.0
153, 74.0, 4.0, 79.0, 91.0
154, 15.0, -4.0, 75.0, 58.0
155, -132.0, -7.0, 63.0, 59.0
156, 136.0, -11.0, 64.0, 70.0
157, 63.0, 1.0, 67.0, 86.0
158, 103.0, 14.0, 62.0, 88.0
159, 206.0, 0.0, 59.0, 55.0
160, 111.0, 1.0, 82.0, 68.0
161, 123.0, -8.0, 67.0, 68.0
162, 34.0, -2.0, 67.0, 77.0
163, 313.0, 3.0, 64.0, 85.0
164, 107.0, 10.0, 71.0, 73.0
165, -137.0, 1.0, 61.0, 75.0
166, -129.0, -3.0, 72.0, 58.0
167, -154.0, -3.0, 60.0, 91.0
168, -59.0, -5.0, 61.0, 80.0
169, 1.0, 18.0, 66.0, 73.0
170, 10.0, 4.0, 70.0, 58.0
171, 7.0, -1.0, 58.0, 58.0
172, -156.0, 6.0, 66.0, 81.0
173, -88.0, -4.0, 68.0, 88.0
174, 13.0, 1.0, 72.0, 79.0
175, 205.0, -6.0, 67.0, 67.0
176, 129.0, 18.0, 67.0, 85.0
177, -1.0, -10.0, 70.0, 88.0
178, 27.0, 6.0, 64.0, 75.0
179, 269.0, -1.0, 59.0, 55.0
180, -137.0, 8.0, 64.0, 75.0
181, -143.0, 0.0, 97.0, 84.0
182, 108.0, 8.0, 73.0, 56.0
183, -66.0, -18.0, 61.0, 69.0
184, -6.0, -10.0, 55.0, 65.0
185, -22.0, -15.0, 44.0, 73.0
186, 174.0, -2.0, 51.0, 110.0
187, 134.0, 6.0, 80.0, 61.0
188, -140.0, -27.0, 48.0, 89.0
189, 77.0, -2.0, 86.0, 65.0
190, -79.0, -5.0, 70.0, 76.0
191, -74.0, 18.0, 64.0, 47.0
192, 116.0, -4.0, 79.0, 45.0
193, 3.0, -1.0, 63.0, 64.0
194, 136.0, -1.0, 63.0, 64.0
195, 116.0, -2.0, 54.0, 64.0
196, -7.0, 2.0, 58.0, 80.0
197, -34.0, 12.0, 76.0, 82.0
198, -158.0, 14.0, 68.0, 77.0
199, 138.0, -1.0, 61.0, 68.0
200, -190.0, -2.0, 61.0, 72.0
201, 16.0, 1.0, 78.0, 66.0
202, -83.0, 11.0, 60.0, 75.0
203, 74.0, 4.0, 78.0, 58.0
204, 184.0, -11.0, 51.0, 53.0
205, 89.0, -11.0, 53.0, 79.0
206, -167.0, 13.0, 39.0, 84.0
207, 60.0, 4.0, 65.0, 89.0
208, 52.0, 15.0, 67.0, 57.0
209, 116.0, 10.0, 76.0, 72.0
210, 118.0, 6.0, 37.0, 75.0
211, 157.0, -1.0, 97.0, 57.0
212, 42.0, 0.0, 50.0, 75.0
213, 19.0, 23.0, 46.0, 70.0
214, 35.0, -19.0, 54.0, 76.0
215, -94.0, 4.0, 70.0, 60.0
216, 86.0, 7.0, 79.0, 63.0
217, 253.0, -9.0, 91.0, 81.0
218, 44.0, 0.0, 52.0, 79.0
219, 146.0, 0.0, 68.0, 72.0
220, 75.0, 22.0, 67.0, 78.0
221, 125.0, -2.0, 68.0, 73.0
222, -13.0, 10.0, 50.0, 78.0
223, 90.0, 7.0, 63.0, 67.0
224, -12.0, 4.0, 40.0, 79.0
225, 128.0, 8.0, 68.0, 68.0
226, 12.0, 1.0, 76.0, 78.0
227, 33.0, -17.0, 59.0, 79.0
228, 11.0, -1.0, 66.0, 80.0
229, -52.0, 3.0, 55.0, 80.0
230, 114.0, 36.0, 66.0, 52.0
231, -312.0, 12.0, 57.0, 90.0
232, -182.0, 10.0, 54.0, 66.0
233, -96.0, 2.0, 59.0, 65.0
234, 142.0, 3.0, 68.0, 91.0
235, 230.0, 0.0, 58.0, 75.0
236, -176.0, 16.0, 75.0, 87.0
237, -20.0, -14.0, 80.0, 79.0
238, -9.0, -1.0, 70.0, 76.0
239, -76.0, 22.0, 61.0, 80.0
240, 160.0, 11.0, 74.0, 59.0
241, -128.0, 3.0, 69.0, 63.0
242, -77.0, 12.0, 99.0, 74.0
243, 150.0, 7.0, 93.0, 55.0
244, 17.0, 10.0, 56.0, 72.0
245, 133.0, -14.0, 76.0, 84.0
246, 103.0, -5.0, 51.0, 76.0
247, 32.0, -7.0, 78.0, 65.0
248, 78.0, -1.0, 53.0, 60.0
249, 32.0, 12.0, 54.0, 78.0
250, 112.0, 4.0, 95.0, 83.0
251, 20.0, 13.0, 83.0, 66.0
252, -102.0, -6.0, 47.0, 91.0
253, -26.0, 1.0, 76.0, 73.0
254, -131.0, -14.0, 58.0, 69.0
255, 22.0, 10.0, 55.0, 76.0
0, 161.0, 7.0, 70.0, 90.0
1, 113.0, 14.0, 62.0, 63.0
2, -204.0, 6.0, 73.0, 76.0
3, -69.0, -9.0, 79.0, 82.0
4, 141.0, 11.0, 65.0, 76.0
5, 200.0, 18.0, 74.0, 46.0
6, -17.0, 9.0, 76.0, 66.0
7, -166.0, 7.0, 71.0, 71.0
8, -48.0, -12.0, 65.0, 79.0
9, 50.0, 6.0, 55.0, 70.0
10, -16.0, 23.0, 90.0, 52.0
11, -215.0, 13.0, 68.0, 64.0
12, -123.0, 0.0, 88.0, 73.0
13, -25.0, 5.0, 65.0, 61.0
14, 12.0, 9.0, 67.0, 75.0
15, 9.0, 4.0, 59.0, 72.0
16, -115.0, -4.0, 81.0, 85.0
17, 79.0, 2.0, 64.0, 74.0
18, 135.0, 18.0, 62.0, 62.0
19, 168.0, 5.0, 62.0, 83.0
20, 23.0, 18.0, 54.0, 64.0
21, -149.0, 25.0, 69.0, 63.0
22, -146.0, 5.0, 75.0, 62.0
23, -135.0, 1.0, 83.0, 67.0
24, 59.0, 27.0, 57.0, 68.0
25, -1.0, -14.0, 48.0, 94.0
26, 34.0, 0.0, 55.0, 58.0
27, 163.0, 21.0, 51.0, 73.0
28, -111.0, 3.0, 56.0, 70.0
29, -76.0, 21.0, 55.0, 63.0
30, -79.0, 13.0, 72.0, 66.0
31, 141.0, -2.0, 79.0, 82.0
32, 0.0, -7.0, 45.0, 59.0
33, 88.0, -5.0, 49.0, 64.0
34, 138.0, 5.0, 65.0, 45.0
35, 135.0, 13.0, 70.0, 65.0
36, -23.0, 0.0, 74.0, 70.0
37, 146.0, -5.0, 60.0, 63.0
38, 110.0, -4.0, 57.0, 55.0
39, 155.0, 8.0, 68.0, 74.0
40, -40.0, -6.0, 61.0, 78.0
41, 63.0, 17.0, 108.0, 74.0
42, 60.0, 9.0, 70.0, 63.0
43, -126.0, 12.0, 67.0, 74.0
44, -162.0, 15.0, 82.0, 56.0
45, -20.0, 24.0, 81.0, 67.0
46, -27.0, -4.0, 65.0, 63.0
47, -66.0, -10.0, 56.0, 58.0
48, 102.0, 0.0, 68.0, 69.0
49, 42.0, 0.0, 65.0, 69.0
50, 30.0, 15.0, 78.0, 81.0
51, 214.0, 10.0, 66.0, 74.0
52, 67.0, 15.0, 68.0, 76.0
53, -130.0, -4.0, 47.0, 77.0
54, -70.0, 9.0, 66.0, 74.0
55, -29.0, 19.0, 70.0, 69.0
56, -108.0, -1.0, 82.0, 64.0
57, 11.0, -2.0, 77.0, 73.0
58, 177.0, 6.0, 68.0, 99.0
59, -240.0, 9.0, 82.0, 69.0
60, -18.0, 2.0, 77.0, 79.0
61, -69.0, 0.0, 54.0, 90.0
62, -153.0, 9.0, 60.0, 70.0
63, 0.0, 8.0, 50.0, 84.0
64, -21.0, -8.0, 67.0, 107.0
65, 147.0, 2.0, 73.0, 64.0
66, -79.0, 5.0, 51.0, 70.0
67, -50.0, 3.0, 91.0, 54.0
68, 40.0, 8.0, 79.0, 83.0
69, -37.0, 6.0, 63.0, 79.0
70, -44.0, 0.0, 49.0, 58.0
71, 138.0, -6.0, 53.0, 69.0
72, 38.0, 8.0, 60.0, 97.0
73, 100.0, -15.0, 56.0, 77.0
74, -122.0, 2.0, 48.0, 72.0
75, -215.0, 9.0, 71.0, 65.0
76, 127.0, -8.0, 72.0, 74.0
77, 23.0, 8.0, 80.0, 84.0
78, -33.0, -2.0, 68.0, 69.0
79, -233.0, 8.0, 81.0, 73.0
80, -66.0, 11.0, 62.0, 64.0
81, 97.0, -3.0, 64.0, 72.0
82, -34.0, 17.0, 81.0, 88.0
83, -33.0, -12.0, 57.0, 57.0
84, -13.0, -3.0, 62.0, 60.0
85, 9.0, 4.0, 55.0, 59.0
86, -2.0, -1.0, 55.0, 61.0
87, -24.0, -6.0, 51.0, 65.0
88, 4.0, 12.0, 67.0, 83.0
89, 134.0, -3.0, 68.0, 70.0
90, 32.0, 2.0, 68.0, 63.0
91, -133.0, 10.0, 61.0, 81.0
92, -119.0, -8.0, 53.0, 98.0
93, 77.0, 0.0, 55.0, 85.0
94, -260.0, -9.0, 69.0, 68.0
95, 108.0, -9.0, 81.0, 72.0
96, 201.0, 13.0, 59.0, 77.0
97, 45.0, 17.0, 45.0, 57.0
98, -75.0, 5.0, 78.0, 51.0
99, -22.0, -10.0, 88.0, 90.0
100, 91.0, 4.0, 87.0, 76.0
101, 304.0, -1.0, 70.0, 48.0
102, -57.0, -12.0, 66.0, 52.0
103, 3.0, -4.0, 68.0, 54.0
104, 12.0, 1.0, 83.0, 94.0
105, 32.0, 5.0, 63.0, 83.0
106, -4.0, -8.0, 90.0, 72.0
107, 43.0, 19.0, 65.0, 80.0
108, 9.0, 0.0, 62.0, 59.0
109, 82.0, -5.0, 78.0, 95.0
110, -17.0, 9.0, 79.0, 87.0
111, -44.0, 0.0, 62.0, 74.0
112, -30.0, 12.0, 70.0, 65.0
113, -276.0, 6.0, 68.0, 65.0
114, 172.0, -9.0, 72.0, 70.0
115, -74.0, 5.0, 81.0, 70.0
116, -47.0, 8.0, 60.0, 81.0
117, 33.0, 21.0, 65.0, 87.0
118, -28.0, 3.0, 61.0, 69.0
119, 101.0, -3.0, 50.0, 69.0
120, 146.0, -3.0, 70.0, 70.0
121, -21.0, -9.0, 53.0, 69.0
122, 118.0, 12.0, 77.0, 66.0
123, 97.0, 23.0, 53.0, 71.0
